VehModel,Area,exposure,actual_rate,glmm_rate_mean,ci90_low,ci90_high,ci90_width
Chrysler - Grand Caravan Limited 3.3 V6 12v 182cv,Met. de Sao Paulo,111.89,0.0178746983644651,0.005877679191189754,0.0006757403895841753,0.027493355819175152,0.026817615429590977
Chrysler - Pt Cruiser Classic 2.4 16v 143 4p,Met. Curitiba,133.46,0.08991458114790948,0.09702410750728697,0.07432941121162101,0.1268269487659491,0.052497537554328094
Chrysler - Pt Cruiser Classic 2.4 16v 143 4p,Met. Porto Alegre e Caxias do Sul,104.52273972610011,0.06697107269043434,0.08939795869192799,0.06681147651976324,0.11880942645581738,0.05199794993605414
Chrysler - Pt Cruiser Classic 2.4 16v 143 4p,Met. de Sao Paulo,676.24,0.07837454158286998,0.07338230645928757,0.059508340535264596,0.089465725070355,0.0299573845350904
Chrysler - Pt Cruiser Classic 2.4 16v 143 4p,Met. do Rio de Janeiro,152.27,0.08537466342680763,0.07664463614400999,0.05788826699406365,0.10101422648328423,0.04312595948922058
Chrysler - Pt Cruiser Classic 2.4 16v 143 4p,Ribeirao Preto e Demais Mun. de Campinas,116.92,0.1111871365035922,0.10686700500472919,0.080596808425728,0.14075339677598753,0.06015658835025953
Chrysler - Pt Cruiser Limited 2.4 16v 143cv 4p,Met. de Sao Paulo,318.53,0.04081248234075284,0.03956904571545367,0.024745151166636996,0.061163106160614926,0.03641795499397793
Citroen - Berlingo Multspace Glx 1.8i 4p,Met. de Sao Paulo,307.01,0.026057783134099868,0.024402773912780035,0.012828530352119031,0.04255895436947215,0.029730424017353117
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Bahia,253.10547945220023,0.05136198563593362,0.0736441521215935,0.05893486400030841,0.09187470850642468,0.03293984450611627
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Blumenau e demais regioes,423.90000000000003,0.1155933003066761,0.10692663472088842,0.08934414216436573,0.12755826150317132,0.038214119338805586
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Brasilia,188.7927397261001,0.12712353258297496,0.11648829248353898,0.09426268604771001,0.14396200625041353,0.04969932020270351
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Demais regioes,344.61273972610013,0.10736689545896586,0.101496360685217,0.0839913096956851,0.12233653063145412,0.03834522093576902
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Goias,170.58,0.12310939148786493,0.12614497684739082,0.10311299232270202,0.15476421807411742,0.0516512257514154
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Grande Campinas,438.54,0.05928763624754868,0.06732184316626684,0.05541698118551201,0.08113714152731,0.025720160341797985
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met. Curitiba,319.19,0.06579153482251951,0.08457287408473343,0.06875115538709727,0.10323481610643118,0.03448366071933391
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met. Florianopolis e Sul,293.71,0.11235572503489838,0.10769608550300994,0.08849260083336373,0.13084512752182953,0.0423525266884658
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met. Porto Alegre e Caxias do Sul,296.85,0.09095502779181404,0.09121598861523449,0.0745453336977657,0.11072566476927981,0.03618033107151411
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met. de Sao Paulo,2750.25,0.07708390146350332,0.07532455254312767,0.06791113489346755,0.08340686001565494,0.015495725122187387
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met. do Rio de Janeiro,450.02,0.08666281498600062,0.07817970708818475,0.06411139464633914,0.09492014289313017,0.03080874824679103
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,346.10547945220026,0.10401453353751906,0.10923241532669463,0.09054446614004344,0.13140982333017043,0.04086535719012699
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Pernambuco,126.48,0.07906388361796331,0.08616205211713393,0.0675379524458975,0.10860553998917591,0.04106758754327841
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Ribeirao Preto e Demais Mun. de Campinas,1058.63,0.10768634933829571,0.10612551819372693,0.09313529343916849,0.12074880004286702,0.02761350660369853
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Triangulo mineiro,153.55,0.14327580592640832,0.13714442122890044,0.11109583404144813,0.16984284633199956,0.05874701229055143
Citroen - C3 Exclusive 1.4 Flex 8v 5p,Vale do Paraiba e Ribeira,236.42821917783468,0.1015107252571567,0.0879409434997081,0.07102179707868428,0.10898613607393105,0.037964338995246774
Citroen - C3 Exclusive 1.6 Flex 16v 5p Aut.,Met. Porto Alegre e Caxias do Sul,171.46273972610012,0.0699860507254764,0.08735212929715147,0.06744001359053746,0.11192179739993212,0.04448178380939466
Citroen - C3 Exclusive 1.6 Flex 16v 5p Aut.,Met. de Sao Paulo,745.47,0.0818275718674125,0.07639666908944527,0.06357606241728855,0.09107081381265915,0.027494751395370595
Citroen - C3 Exclusive 1.6 Flex 16v 5p Aut.,Met. do Rio de Janeiro,159.71,0.06261348694508796,0.06997214237840636,0.05345093754629881,0.09101799759122285,0.03756706004492404
Citroen - C3 Exclusive 1.6 Flex 16v 5p Aut.,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,109.37,0.12800585169607753,0.11862590731135528,0.09079891711574725,0.154549044157555,0.06375012704180774
Citroen - C3 Exclusive 1.6 Flex 16v 5p Aut.,Ribeirao Preto e Demais Mun. de Campinas,212.39,0.11299967041762796,0.1076975397143561,0.08491020540618174,0.13535871615604342,0.050448510749861675
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Bahia,157.16,0.08271824891829982,0.06918012122623093,0.05453619005111184,0.0870455892186165,0.032509399167504664
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Blumenau e demais regioes,404.71,0.07906896296113267,0.07826725614860784,0.06380793948419096,0.09518593694648028,0.03137799746228932
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Brasilia,292.01,0.07533988562035547,0.0845781703460473,0.06889103160669599,0.10433864031388254,0.03544760870718655
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Demais regioes,310.57095890440047,0.09659628223395658,0.08402748870242097,0.06786601361733871,0.10253830882431593,0.03467229520697722
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Goias,140.92,0.09934714731762703,0.10044273824157611,0.07993019539592984,0.12615256239718065,0.046222367001250805
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Grande Campinas,393.23,0.06357602420975002,0.059584099559435375,0.048449694819426764,0.07302736275413844,0.02457766793471168
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Interior,135.05,0.06664198445020363,0.06710732786428178,0.05267000933116108,0.08510072560172081,0.03243071627055973
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met. Curitiba,348.67,0.07743711819198669,0.07708859381386962,0.06271330498779892,0.09472704559219901,0.032013740604400084
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met. Florianopolis e Sul,275.25547945220023,0.05812781649921159,0.07480480501439324,0.05969103338718823,0.0937043623568029,0.034013328969614676
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met. Porto Alegre e Caxias do Sul,385.9027397261001,0.06478316276724053,0.06966849245169988,0.05639198459711662,0.08504153940435444,0.02864955480723782
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met. de Sao Paulo,2185.12,0.05583217397671524,0.05526974012572701,0.04866351812610435,0.06304440582666819,0.014380887700563838
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met. do Rio de Janeiro,809.3391780822351,0.054365340504409956,0.055630425490158945,0.046223462075698316,0.06663676260044585,0.020413300524747532
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,297.64,0.09071361376159119,0.08986407895550633,0.07242169199245639,0.11016937328248405,0.03774768129002766
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Ribeirao Preto e Demais Mun. de Campinas,754.21,0.10076769069622518,0.09283179925560327,0.07926002592124831,0.1077940309295279,0.028534005008279587
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Triangulo mineiro,183.34547945220024,0.06545020927624509,0.09452767029465046,0.07591539197366645,0.11830713115244602,0.04239173917877957
Citroen - C3 Exclusive 1.6/ 1.6 Flex 16v 5p,Vale do Paraiba e Ribeira,151.13,0.09263547938860583,0.07024660429299538,0.05536947578952088,0.08916279281448765,0.03379331702496677
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Alagoas,393.00369863003493,0.10178021260215957,0.09277551647137285,0.07695239524245898,0.11155082100429735,0.03459842576183837
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Amazonas,130.12,0.13833384568090992,0.12298388636918994,0.09828201180237305,0.15343139868812722,0.05514938688575417
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Bahia,1305.0727397261,0.07815656315172675,0.07559747175642395,0.06555467814999061,0.08644550679453772,0.02089082864454711
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Blumenau e demais regioes,1629.9127397261002,0.08589416880288106,0.08541095912895137,0.07553855230589868,0.09600671436131676,0.020468162055418085
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Brasilia,1623.46,0.08869944439653579,0.09086338858196018,0.08024863321430276,0.10245439751437498,0.02220576430007222
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Ceara,541.25,0.08868360277136259,0.09053527688648635,0.07608607470094063,0.1076632971452063,0.03157722244426567
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Demais regioes,1514.5709589044004,0.08451238236641731,0.0841565917171462,0.07434820969678584,0.09518375368718673,0.020835543990400898
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Espirito Santo,616.1754794522002,0.07303114372549593,0.08158216980290832,0.06842262713918487,0.09643533155486465,0.02801270441567978
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,F.Iguatu-Medianeira-Cascavel-Toledo,251.59821917830035,0.1510344553475178,0.14923404597611759,0.1236849201232343,0.17960388930294396,0.05591896917970966
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Goias,954.6782191778346,0.1256968029535057,0.12098510674890343,0.10591881379418559,0.1373840338962303,0.03146522010204471
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Grande Campinas,1711.03,0.06078210200873158,0.061401328391332624,0.05329938018412141,0.07032378701679468,0.017024406832673263
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Interior,384.6,0.06500260010400416,0.07020759476049332,0.05781712161207758,0.08522947096248037,0.027412349350402793
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Litoral Norte e Baixada Santista,390.1,0.058959241220199944,0.06521824948243349,0.05345467671840002,0.07934787990891419,0.02589320319051417
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Maranhao,226.65,0.12795058460180894,0.11228154829509714,0.09150578220122939,0.13721494396334144,0.04570916176211205
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Mato Grosso,296.97821917783466,0.11111926016446055,0.11697349567631701,0.09702313868777865,0.1405183099468935,0.04349517125911484
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Mato Grosso do Sul,475.56,0.1282698292539322,0.12517252430975967,0.10640727865913746,0.14742454366553354,0.041017265006396075
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met. Curitiba,1609.22,0.08948434645356135,0.08798487631924301,0.07797537360400185,0.09902486954351293,0.02104949593951108
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met. Florianopolis e Sul,1157.44,0.08207768869228642,0.08461289569742367,0.07362214180195935,0.09705378558644265,0.0234316437844833
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met. Porto Alegre e Caxias do Sul,1689.7927397261,0.0852175516053768,0.08352557025195095,0.07393264218078449,0.09408950473499467,0.020156862554210175
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met. de Sao Paulo,11087.28,0.06205309147058611,0.06190738953869629,0.05820889420709296,0.06573823558172973,0.007529341374636768
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met. do Rio de Janeiro,3954.05,0.06701989099783766,0.06627357221139382,0.06034884840952699,0.07276493606307545,0.012416087653548458
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,1538.92,0.08382502014399708,0.08699920540418933,0.07660532389775493,0.09852586418537704,0.02192054028762211
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Oeste,232.2,0.09043927648578812,0.08686571398191442,0.07044396118327176,0.10695724068753996,0.036513279504268206
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Para,337.16,0.1127061335864278,0.10628239254135347,0.08782287748407677,0.128255684481818,0.04043280699774124
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Paraiba,263.79,0.09477235679896887,0.09388619358498836,0.07659899555072257,0.11457159251293071,0.037972596962208144
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Pernambuco,662.81,0.06638403162293871,0.07061748673448931,0.05931043668831278,0.08412741817078866,0.024816981482475874
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Ribeirao Preto e Demais Mun. de Campinas,4012.55,0.08897085394574522,0.0888938368885966,0.08176999932766123,0.09650436807779322,0.014734368750131996
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Rio Grande do Norte,293.87,0.05444584340014292,0.0783183085447821,0.06376566897605825,0.09621668480937433,0.03245101583331608
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Sergipe,148.46,0.11450895864205846,0.11597217732202657,0.09290889855439916,0.14468867807596197,0.05177977952156282
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Sul,200.99,0.09453206627195382,0.0811694802842512,0.06532769533635722,0.10040159039551885,0.03507389505916163
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Triangulo mineiro,625.43,0.123115296675887,0.12047111628527776,0.10372721079179888,0.13973498380676416,0.036007773014965286
Citroen - C3 Glx 1.4/ 1.4 Flex 8v 5p,Vale do Paraiba e Ribeira,939.7082191778347,0.09471024961116918,0.08550067537233196,0.073556960763758,0.0989776102134224,0.025420649449664393
Citroen - C3 Glx 1.6 Flex 16v 5p  Aut.,Met. de Sao Paulo,180.54,0.08308408109006314,0.0742423876099605,0.045825322586127974,0.11328795919880935,0.06746263661268137
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Blumenau e demais regioes,154.31,0.07776553690622773,0.0751435102083841,0.05810547235131888,0.09653974044864302,0.03843426809732414
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Brasilia,115.89,0.06903097765122099,0.08272613318558887,0.06300735419766437,0.10795374305603209,0.044946388858367714
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Grande Campinas,195.1027397261001,0.035878532560983646,0.05150569185120234,0.03940322628713975,0.06687250525369444,0.02746927896655469
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Met. Curitiba,128.37,0.07010983874737088,0.07213836722822053,0.05564473906566025,0.09373117901584233,0.03808643995018208
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Met. Florianopolis e Sul,131.3827397261001,0.07611349878109924,0.07867544563285839,0.06116242939373911,0.10120621322248362,0.04004378382874451
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Met. Porto Alegre e Caxias do Sul,128.2627397261001,0.06237197191548907,0.0681430535290435,0.05224724696719439,0.08852511029491807,0.036277863327723675
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Met. de Sao Paulo,860.24,0.05579838184692644,0.05353207224322291,0.04400715888591205,0.06452916271503435,0.020522003829122303
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Met. do Rio de Janeiro,290.91,0.07218727441476745,0.05917909419178946,0.04646902871471958,0.07494879490908869,0.028479766194369115
Citroen - C3 Glx 1.6/ 1.6 Flex 16v 5p,Ribeirao Preto e Demais Mun. de Campinas,384.76,0.08316872855806218,0.07962043466284928,0.06397945322629829,0.09770883657832767,0.03372938335202938
Citroen - C3 Xtr 1.4 Flex 8v 5p,Blumenau e demais regioes,172.1,0.09877977919814061,0.09325706889081518,0.07284777290547784,0.11904760105424333,0.0461998281487655
Citroen - C3 Xtr 1.4 Flex 8v 5p,Demais regioes,105.19,0.08555946382736002,0.08912746705003108,0.06857003577831006,0.1145978978358491,0.046027862057539046
Citroen - C3 Xtr 1.4 Flex 8v 5p,Grande Campinas,145.01,0.055168609061444045,0.06531164954971008,0.05038756776124969,0.08410826407097852,0.03372069630972883
Citroen - C3 Xtr 1.4 Flex 8v 5p,Met. Curitiba,127.72821917783469,0.14092422266483481,0.10024388445437085,0.07789210450677543,0.12962675943356272,0.05173465492678729
Citroen - C3 Xtr 1.4 Flex 8v 5p,Met. Florianopolis e Sul,121.3,0.08244023083264633,0.0935986937884078,0.07263467943123657,0.12098983939226787,0.048355159961031305
Citroen - C3 Xtr 1.4 Flex 8v 5p,Met. de Sao Paulo,608.03,0.06414157196190978,0.06359006376005195,0.05237263051198848,0.07720037416382795,0.02482774365183947
Citroen - C3 Xtr 1.4 Flex 8v 5p,Met. do Rio de Janeiro,161.53,0.03095400235250418,0.060086389082898775,0.04651315589409565,0.07729674750083397,0.03078359160673832
Citroen - C3 Xtr 1.4 Flex 8v 5p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,118.34,0.07605205340544194,0.0986315373463745,0.07649584732381626,0.12596147930651336,0.0494656319826971
Citroen - C3 Xtr 1.4 Flex 8v 5p,Ribeirao Preto e Demais Mun. de Campinas,392.28821917783466,0.12235901475858577,0.10785160097173414,0.0887148846764231,0.13098452699077148,0.04226964231434838
Citroen - C3 Xtr 1.6 Flex 16v 5p,Blumenau e demais regioes,112.88,0.08858965272856131,0.08926451252176684,0.06873512990513808,0.11549598391293388,0.046760854007795796
Citroen - C3 Xtr 1.6 Flex 16v 5p,Grande Campinas,139.69,0.07874579425871572,0.06867134370079965,0.05200925772310025,0.09044008697564673,0.03843082925254648
Citroen - C3 Xtr 1.6 Flex 16v 5p,Met. Curitiba,132.23,0.07562580352416245,0.08564865174368007,0.0666928222788048,0.11080120801450559,0.04410838573570079
Citroen - C3 Xtr 1.6 Flex 16v 5p,Met. de Sao Paulo,673.1,0.05645520725003714,0.05922348240828108,0.048073496585818005,0.07215565193058375,0.024082155344765745
Citroen - C3 Xtr 1.6 Flex 16v 5p,Met. do Rio de Janeiro,222.9,0.08972633467922835,0.07162905027264342,0.05621024107545046,0.09083221294421516,0.0346219718687647
Citroen - C3 Xtr 1.6 Flex 16v 5p,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,120.29,0.06650594396874221,0.09534254172854806,0.07349444516547954,0.12377478439898927,0.05028033923350973
Citroen - C3 Xtr 1.6 Flex 16v 5p,Ribeirao Preto e Demais Mun. de Campinas,305.26,0.10810456659896482,0.09892486666672086,0.07937328400338306,0.12304161960829665,0.043668335604913594
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Bahia,169.10369863003493,0.08278943697517344,0.0803039259122483,0.06423374856595415,0.10081136323635809,0.036577614670403935
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Blumenau e demais regioes,296.1,0.11482607227288077,0.10319070975609661,0.08448704447623205,0.12568673594005514,0.04119969146382309
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Brasilia,290.4927397261001,0.08606067065074331,0.10069019112748187,0.08198508235016021,0.12287827134661379,0.04089318899645358
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Demais regioes,419.4009589039348,0.11206459833289391,0.10275555744876332,0.08609382962949987,0.12271494641571702,0.036621116786217156
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Espirito Santo,110.01,0.13635124079629124,0.11052752576212148,0.08820661023193306,0.13942023266538714,0.05121362243345408
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,F.Iguatu-Medianeira-Cascavel-Toledo,122.67,0.15488709545936252,0.16312589416043716,0.13105770759406998,0.2025563482049384,0.07149864061086841
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Goias,198.77,0.09558786537203803,0.11429178700079752,0.09242095576783332,0.14099495971809478,0.04857400395026146
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Grande Campinas,247.49,0.07273021132166956,0.07131424961790848,0.05728559346593397,0.08793287955725174,0.03064728609131777
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Interior,113.21,0.10599770338309338,0.08696515620319688,0.06876182317113999,0.10958888207573304,0.04082705890459305
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Mato Grosso,105.57,0.17997537179122858,0.14840410503238172,0.11847120703227887,0.18481800725038017,0.0663468002181013
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met. Curitiba,376.27821917783467,0.1089619273993183,0.10059308873887791,0.08348314313283901,0.12098979736678846,0.037506654233949444
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met. Florianopolis e Sul,182.34643835613505,0.08774506452794492,0.09764453679259393,0.07839278097836842,0.12073689264922445,0.04234411167085603
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met. Porto Alegre e Caxias do Sul,251.75547945220023,0.07944216365625248,0.0857114408910349,0.06899871071020318,0.10622460950934062,0.037225898799137444
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met. de Sao Paulo,1521.8827397261002,0.06636516556996855,0.06571707426611921,0.05699156419526182,0.07554480623885372,0.0185532420435919
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met. do Rio de Janeiro,586.4527397261002,0.06309118790591833,0.0665625407515198,0.05527534315251346,0.07989045735355298,0.02461511420103952
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Met.BH-Centro Oeste-Zona Mata-C. Vertentes,281.83,0.08515771919242096,0.09862780324850079,0.0800251122344516,0.1209245706104056,0.04089945837595399
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Pernambuco,105.00999999999999,0.0857061232263594,0.08546206074174084,0.06699046454922448,0.10868163228073732,0.04169116773151284
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Ribeirao Preto e Demais Mun. de Campinas,867.14,0.10148303618792813,0.10067196274943602,0.08675707069066857,0.11599946437088625,0.02924239368021768
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Triangulo mineiro,133.84,0.15690376569037656,0.13790182658799682,0.10967137842976218,0.17129724996901158,0.061625871539249394
Citroen - C4 Pal.excl/excl(tech.) 2.0/2.0 Flex Aut,Vale do Paraiba e Ribeira,173.14,0.09241076585422202,0.08086132488345553,0.06411145173879897,0.10149984552742933,0.03738839378863036
Citroen - C4 Pallas Exclusive 2.0 16v 143cv Mec.,Blumenau e demais regioes,103.53,0.03863614411281754,0.07926956734626277,0.0591740269661451,0.10611954233784278,0.04694551537169768
Citroen - C4 Pallas Exclusive 2.0 16v 143cv Mec.,Demais regioes,114.14273972610012,0.1051315224147897,0.09138423945357102,0.06848601018132901,0.12130700937917317,0.052820999197844165
Citroen - C4 Pallas Exclusive 2.0 16v 143cv Mec.,Met. de Sao Paulo,316.0,0.056962025316455694,0.05986178136619622,0.046305932007347894,0.07708610118115136,0.030780169173803468
Citroen - C4 Pallas Exclusive 2.0 16v 143cv Mec.,Met. do Rio de Janeiro,180.77,0.0829783703048072,0.06787668616602958,0.051130432870989444,0.08997920530667107,0.038848772435681626
Citroen - C4 Pallas Exclusive 2.0 16v 143cv Mec.,Ribeirao Preto e Demais Mun. de Campinas,190.46,0.12076026462249291,0.10085448816824749,0.07716400859150961,0.130520929204664,0.05335692061315438
